customer_id,customer_name,age,gender,city,membership_type,join_date
CUST_2419,Customer_1419,52.0,Other,Pune,Platinum,2023-04-20
CUST_2420,Customer_1420,48.0,Female,Chennai,Gold,2022-01-02
CUST_2421,Customer_1421,44.0,Other,Pune,Silver,2021-11-27
CUST_2422,Customer_1422,49.0,Female,Delhi,Platinum,2022-02-01
CUST_2423,Customer_1423,50.0,Other,Delhi,Platinum,2023-02-27
CUST_2424,Customer_1424,30.0,Male,Chennai,Silver,2022-01-20
CUST_2425,Customer_1425,54.0,Male,Hyderabad,Gold,2022-07-12
CUST_2426,Customer_1426,61.0,Other,Bangalore,Silver,2023-11-20
CUST_2427,Customer_1427,19.0,Male,Kolkata,Gold,2021-09-20
CUST_2428,Customer_1428,55.0,Female,Hyderabad,Platinum,2022-02-12
CUST_2429,Customer_1429,54.0,Other,Kolkata,Silver,2024-01-24
CUST_2430,Customer_1430,67.0,Female,Kolkata,Platinum,2023-08-02
CUST_2431,Customer_1431,22.0,Other,  chennai  ,Platinum,2023-09-17
CUST_2432,Customer_1432,35.0,Female,Chennai,Silver,2023-12-03
CUST_2433,Customer_1433,65.0,Male,Bangalore,Platinum,2023-04-27
CUST_2434,Customer_1434,34.0,Female,Mumbai,Gold,2023-11-26
CUST_2435,Customer_1435,19.0,Female,Pune,Silver,2024-02-27
CUST_2436,Customer_1436,66.0,Male,Delhi,Gold,2023-12-04
CUST_2437,Customer_1437,59.0,Male,Bangalore,Gold,2023-12-21
CUST_2438,Customer_1438,52.0,Other,Bangalore,Gold,2023-05-25
CUST_2439,Customer_1439,31.0,Other,Hyderabad,Silver,2024-02-19
CUST_2440,Customer_1440,68.0,Female,Mumbai,Gold,2022-05-12
CUST_2441,Customer_1441,29.0,Other,Hyderabad,Silver,2021-06-07
CUST_2442,Customer_1442,50.0,Female,Hyderabad,Gold,2021-09-28
CUST_2443,Customer_1443,24.0,,BANGALORE,Silver,2021-11-09
CUST_2444,Customer_1444,56.0,Male,  chennai  ,Gold,2024-02-15
CUST_2445,Customer_1445,62.0,Male,Delhi,Platinum,2021-12-11
CUST_2446,Customer_1446,26.0,Male,Mumbai,Gold,2021-04-27
CUST_2447,Customer_1447,22.0,Male,Hyderabad,Platinum,2023-10-18
CUST_2448,Customer_1448,21.0,Female,Kolkata,Platinum,2024-04-03
CUST_2449,Customer_1449,49.0,Male,  chennai  ,Gold,2021-06-23
CUST_2450,Customer_1450,22.0,Male,Kolkata,Gold,2023-01-19
CUST_2451,Customer_1451,69.0,Male,Pune,Platinum,2021-06-04
CUST_2452,Customer_1452,61.0,Male,Delhi,Silver,2022-08-18
CUST_2453,Customer_1453,25.0,Other,Bangalore,Gold,2021-11-06
CUST_2454,Customer_1454,30.0,Female,Bangalore,Platinum,2021-08-22
CUST_2455,Customer_1455,,Female,Chennai,Silver,2021-06-11
CUST_2456,Customer_1456,69.0,Other,Delhi,Gold,2022-11-22
CUST_2457,Customer_1457,28.0,,Kolkata,Silver,2021-10-19
CUST_2458,Customer_1458,32.0,Female,Chennai,Platinum,2021-05-07
CUST_2459,Customer_1459,63.0,Female,Delhi,Gold,2022-11-24
CUST_2460,Customer_1460,35.0,Other,Hyderabad,Silver,2022-08-25
CUST_2461,Customer_1461,37.0,Male,Hyderabad,Gold,2024-01-23
CUST_2462,Customer_1462,18.0,Female,Chennai,Silver,2024-01-18
CUST_2463,Customer_1463,18.0,Other,Hyderabad,Silver,2022-01-23
CUST_2464,Customer_1464,28.0,Male,Hyderabad,Gold,2023-02-19
CUST_2465,Customer_1465,46.0,Male,Kolkata,Gold,2021-09-06
CUST_2466,Customer_1466,46.0,Other,Bangalore,Gold,2021-06-30
CUST_2467,Customer_1467,41.0,Female,Hyderabad,Platinum,2023-12-21
CUST_2468,Customer_1468,37.0,Female,Bangalore,Gold,2024-03-16
CUST_2469,Customer_1469,47.0,Male,Mumbai,Silver,2022-11-27
CUST_2470,Customer_1470,55.0,Other,Delhi,Gold,2021-10-08
CUST_2471,Customer_1471,22.0,Male,Bangalore,Platinum,2024-02-10
CUST_2472,Customer_1472,62.0,Male,Pune,Platinum,2021-10-24
CUST_2473,Customer_1473,27.0,Male,Pune,Gold,2022-11-22
CUST_2474,Customer_1474,23.0,Other,Bangalore,Silver,2022-07-16
CUST_2475,Customer_1475,21.0,Female,BANGALORE,Platinum,2024-02-15
CUST_2476,Customer_1476,21.0,Male,Pune,Silver,2023-11-17
CUST_2477,Customer_1477,24.0,Female,Delhi,Platinum,2021-11-07
CUST_2478,Customer_1478,65.0,Female,Delhi,Platinum,2023-05-25
CUST_2479,Customer_1479,50.0,Other,Delhi,Silver,2022-01-25
CUST_2480,Customer_1480,26.0,Female,Pune,Silver,2021-01-06
CUST_2481,Customer_1481,43.0,Female,Hyderabad,Platinum,2022-12-04
CUST_2482,Customer_1482,68.0,Male,BANGALORE,Silver,2023-10-08
CUST_2483,Customer_1483,69.0,Other,Delhi,Gold,2022-06-14
CUST_2484,Customer_1484,64.0,Other,Mumbai,Gold,2021-06-08
CUST_2485,Customer_1485,58.0,Male,Pune,Platinum,2023-08-10
CUST_2486,Customer_1486,38.0,Male,Delhi,Gold,2021-08-18
CUST_2487,Customer_1487,69.0,Female,Kolkata,Platinum,2022-11-23
CUST_2488,Customer_1488,39.0,Female,Kolkata,Silver,2021-05-13
CUST_2489,Customer_1489,50.0,Other,Chennai,Silver,2023-08-07
CUST_2490,Customer_1490,50.0,Other,Chennai,Gold,2021-06-08
CUST_2491,Customer_1491,65.0,,  chennai  ,Silver,2022-06-17
CUST_2492,Customer_1492,22.0,Male,Bangalore,Gold,2022-11-12
CUST_2493,Customer_1493,38.0,Other,Bangalore,Platinum,2021-10-22
CUST_2494,Customer_1494,44.0,Male,Kolkata,Gold,2023-07-26
CUST_2495,Customer_1495,58.0,Female,Kolkata,Gold,2023-04-01
CUST_2496,Customer_1496,18.0,Other,Hyderabad,Silver,2021-10-08
CUST_2497,Customer_1497,,Other,Pune,Silver,2023-12-24
CUST_2498,Customer_1498,33.0,Female,Chennai,Silver,2021-12-25
CUST_2499,Customer_1499,52.0,Female,  chennai  ,Gold,2023-10-10
CUST_2500,Customer_1500,53.0,Male,BANGALORE,Silver,2024-01-21
CUST_2501,Customer_1501,61.0,Male,Pune,Platinum,2023-04-27
CUST_2502,Customer_1502,49.0,Female,Chennai,Gold,2022-10-10
CUST_2503,Customer_1503,46.0,Female,Chennai,Gold,2021-01-01
CUST_2504,Customer_1504,56.0,Female,Hyderabad,Gold,2021-11-11
CUST_2505,Customer_1505,64.0,Other,Mumbai,Platinum,2022-04-26
CUST_2506,Customer_1506,40.0,Female,Bangalore,Platinum,2022-10-16
CUST_2507,Customer_1507,32.0,Other,Mumbai,Silver,2023-04-28
CUST_2508,Customer_1508,43.0,Female,Mumbai,Silver,2023-02-28
CUST_2509,Customer_1509,54.0,Other,Hyderabad,Gold,2021-11-10
CUST_2510,Customer_1510,42.0,Male,BANGALORE,Silver,2021-05-19
CUST_2511,Customer_1511,19.0,Male,Chennai,Platinum,2022-05-13
CUST_2512,Customer_1512,29.0,Other,Bangalore,Silver,2021-05-01
CUST_2513,Customer_1513,36.0,Male,Delhi,Silver,2022-04-10
CUST_2514,Customer_1514,49.0,Male,Kolkata,Gold,2023-09-17
CUST_2515,Customer_1515,40.0,Other,Mumbai,Platinum,2023-06-29
CUST_2516,Customer_1516,22.0,Female,Pune,Platinum,2021-12-30
CUST_2517,Customer_1517,42.0,Female,Mumbai,Platinum,2021-06-10
CUST_2518,Customer_1518,52.0,Other,Hyderabad,Silver,2022-10-26
CUST_2519,Customer_1519,46.0,Male,Mumbai,Platinum,2023-08-25
CUST_2520,Customer_1520,55.0,Female,Mumbai,Silver,2022-07-04
CUST_2521,Customer_1521,62.0,Female,BANGALORE,Gold,2023-12-10
CUST_2522,Customer_1522,37.0,Male,Hyderabad,Platinum,2023-01-17
CUST_2523,Customer_1523,64.0,Other,Chennai,Gold,2021-03-30
CUST_2524,Customer_1524,53.0,Other,Pune,Silver,2023-06-12
CUST_2525,Customer_1525,69.0,Female,Mumbai,Platinum,2022-12-22
CUST_2526,Customer_1526,24.0,Other,Bangalore,Silver,2022-01-21
CUST_2527,Customer_1527,39.0,Male,Pune,Platinum,2024-04-05
CUST_2528,Customer_1528,35.0,Other,Mumbai,Silver,2022-10-16
CUST_2529,Customer_1529,38.0,Other,Mumbai,Silver,2021-12-03
CUST_2530,Customer_1530,39.0,Other,  chennai  ,Silver,2022-08-13
CUST_2531,Customer_1531,56.0,Other,Hyderabad,Gold,2022-03-11
CUST_2532,Customer_1532,29.0,Male,Delhi,Platinum,2023-12-04
CUST_2533,Customer_1533,28.0,Other,Bangalore,Silver,2022-05-02
CUST_2534,Customer_1534,29.0,Female,Kolkata,Platinum,2021-04-19
CUST_2535,Customer_1535,43.0,Other,Delhi,Silver,2022-12-01
CUST_2536,Customer_1536,47.0,Female,Chennai,Platinum,2023-12-30
CUST_2537,Customer_1537,32.0,Male,Chennai,Silver,2022-06-27
CUST_2538,Customer_1538,25.0,Other,Mumbai,Silver,2023-03-16
CUST_2539,Customer_1539,60.0,Female,Pune,Gold,2022-11-14
CUST_2540,Customer_1540,35.0,Other,Mumbai,Platinum,2024-02-07
CUST_2541,Customer_1541,27.0,Other,Hyderabad,Gold,2022-09-01
CUST_2542,Customer_1542,25.0,Female,Delhi,Silver,2023-04-19
CUST_2543,Customer_1543,55.0,Male,Chennai,Gold,2022-07-04
CUST_2544,Customer_1544,52.0,Male,Chennai,Gold,2021-09-21
CUST_2545,Customer_1545,37.0,Male,Mumbai,Gold,2021-10-17
CUST_2546,Customer_1546,29.0,Male,Mumbai,Gold,2021-05-25
CUST_2547,Customer_1547,66.0,Male,Hyderabad,Platinum,2022-06-13
CUST_2548,Customer_1548,20.0,Male,Mumbai,Gold,2021-04-04
CUST_2549,Customer_1549,37.0,Other,Kolkata,Silver,2021-12-04
CUST_2550,Customer_1550,67.0,Other,Pune,Silver,2023-09-26
CUST_2551,Customer_1551,29.0,Female,Mumbai,Gold,2023-12-21
CUST_2552,Customer_1552,41.0,Male,Pune,Gold,2021-03-19
CUST_2553,Customer_1553,33.0,Male,Kolkata,Gold,2021-04-09
CUST_2554,Customer_1554,27.0,Male,Pune,Silver,2022-10-08
CUST_2555,Customer_1555,36.0,Female,Hyderabad,Gold,2023-03-20
CUST_2556,Customer_1556,58.0,Other,Mumbai,Platinum,2023-09-03
CUST_2557,Customer_1557,31.0,Other,Pune,Gold,2021-11-01
CUST_2558,Customer_1558,69.0,Male,Pune,Platinum,2023-05-26
CUST_2559,Customer_1559,31.0,Other,Kolkata,Gold,2021-12-22
CUST_2560,Customer_1560,39.0,Other,Mumbai,Silver,2023-02-12
CUST_2561,Customer_1561,21.0,Other,  chennai  ,Silver,2023-02-18
CUST_2562,Customer_1562,64.0,Male,Delhi,Gold,2021-02-09
CUST_2563,Customer_1563,69.0,Other,Chennai,Platinum,2022-04-21
CUST_2564,Customer_1564,51.0,Other,Bangalore,Silver,2024-02-12
CUST_2565,Customer_1565,35.0,Female,Chennai,Silver,2022-11-10
CUST_2566,Customer_1566,51.0,Male,Delhi,Silver,2023-04-18
CUST_2567,Customer_1567,35.0,Other,Bangalore,Gold,2022-06-16
CUST_2568,Customer_1568,57.0,Male,Chennai,Gold,2021-08-18
CUST_2569,Customer_1569,48.0,Other,Hyderabad,Gold,2023-09-12
CUST_2570,Customer_1570,59.0,Male,Kolkata,Platinum,2023-02-20
CUST_2571,Customer_1571,37.0,Other,Delhi,Gold,2021-03-17
CUST_2572,Customer_1572,53.0,Other,BANGALORE,Platinum,2021-09-22
CUST_2573,Customer_1573,59.0,Female,Hyderabad,Gold,2021-11-11
CUST_2574,Customer_1574,27.0,Male,BANGALORE,Platinum,2022-09-20
CUST_2575,Customer_1575,20.0,Other,Kolkata,Platinum,2023-09-19
CUST_2576,Customer_1576,38.0,Female,Pune,Gold,2021-03-23
CUST_2577,Customer_1577,53.0,Female,Bangalore,Platinum,2021-08-18
CUST_2578,Customer_1578,27.0,Male,Pune,Silver,2022-10-08
CUST_2579,Customer_1579,24.0,Male,Mumbai,Silver,2021-10-25
CUST_2580,Customer_1580,39.0,Female,Mumbai,Gold,2021-10-08
CUST_2581,Customer_1581,40.0,Male,Delhi,Silver,2022-04-13
CUST_2582,Customer_1582,29.0,Male,Hyderabad,Gold,2022-06-14
CUST_2583,Customer_1583,56.0,Male,Delhi,Platinum,2022-02-12
CUST_2584,Customer_1584,30.0,Other,Chennai,Silver,2023-09-02
CUST_2585,Customer_1585,57.0,Male,Kolkata,Platinum,2021-08-11
CUST_2586,Customer_1586,30.0,Male,Kolkata,Gold,2023-02-08
CUST_2587,Customer_1587,50.0,Female,Hyderabad,Gold,2023-11-05
CUST_2588,Customer_1588,48.0,Female,Mumbai,Platinum,2022-11-25
CUST_2589,Customer_1589,65.0,Female,Chennai,Gold,2022-06-30
CUST_2590,Customer_1590,68.0,Male,Chennai,Silver,2023-10-23
CUST_2591,Customer_1591,45.0,Male,Pune,Gold,2021-05-31
CUST_2592,Customer_1592,36.0,Female,Delhi,Silver,2024-02-08
CUST_2593,Customer_1593,38.0,Female,Kolkata,Gold,2022-09-10
CUST_2594,Customer_1594,49.0,Other,Delhi,Silver,2023-02-06
CUST_2595,Customer_1595,43.0,Other,Pune,Gold,2021-01-14
CUST_2596,Customer_1596,30.0,Other,  chennai  ,Gold,2022-10-18
CUST_2597,Customer_1597,46.0,Male,Bangalore,Platinum,2023-07-17
CUST_2598,Customer_1598,24.0,Male,Mumbai,Platinum,2021-07-26
CUST_2599,Customer_1599,64.0,Female,Mumbai,Silver,2022-09-11
CUST_2600,Customer_1600,43.0,Other,Delhi,Platinum,2023-01-05
CUST_2601,Customer_1601,23.0,Male,Mumbai,Platinum,2023-02-19
CUST_2602,Customer_1602,49.0,Other,Mumbai,Silver,2024-01-04
CUST_2603,Customer_1603,53.0,Other,Chennai,Platinum,2023-12-03
CUST_2604,Customer_1604,40.0,Male,Pune,Silver,2024-03-02
CUST_2605,Customer_1605,69.0,Other,BANGALORE,Silver,2022-03-07
CUST_2606,Customer_1606,28.0,Female,  chennai  ,Silver,2023-03-06
CUST_2607,Customer_1607,38.0,Female,Hyderabad,Silver,2021-02-25
CUST_2608,Customer_1608,36.0,Male,Bangalore,Gold,2021-07-27
CUST_2609,Customer_1609,51.0,Other,Hyderabad,Gold,2023-01-09
CUST_2610,Customer_1610,66.0,Female,Pune,Silver,2021-04-14
CUST_2611,Customer_1611,64.0,Other,Mumbai,Platinum,2022-04-09
CUST_2612,Customer_1612,69.0,Female,Pune,Silver,2022-04-15
CUST_2613,Customer_1613,67.0,Female,Chennai,Silver,2022-08-03
CUST_2614,Customer_1614,61.0,Other,Pune,Platinum,2021-09-07
CUST_2615,Customer_1615,52.0,Male,Hyderabad,Silver,2023-09-19
CUST_2616,Customer_1616,66.0,Male,Mumbai,Gold,2022-08-26
CUST_2617,Customer_1617,48.0,Male,Pune,Silver,2023-02-22
CUST_2618,Customer_1618,63.0,Other,Mumbai,Gold,2022-02-07
CUST_2619,Customer_1619,46.0,Other,Delhi,Platinum,2021-01-26
CUST_2620,Customer_1620,,Other,Kolkata,Platinum,2022-12-20
CUST_2621,Customer_1621,53.0,Male,Pune,Platinum,2023-07-30
CUST_2622,Customer_1622,48.0,Other,Delhi,Gold,2021-01-10
CUST_2623,Customer_1623,49.0,,Hyderabad,Silver,2022-09-06
CUST_2624,Customer_1624,57.0,Female,Delhi,Platinum,2024-03-05
CUST_2625,Customer_1625,37.0,Male,Mumbai,Platinum,2023-04-28
CUST_2626,Customer_1626,39.0,Male,Mumbai,Platinum,2021-08-09
CUST_2627,Customer_1627,20.0,Male,Delhi,Silver,2022-06-28
CUST_2628,Customer_1628,25.0,Other,Kolkata,Silver,2021-04-06
CUST_2629,Customer_1629,62.0,Male,Chennai,Gold,2023-02-19
CUST_2630,Customer_1630,36.0,Female,Delhi,Gold,2022-09-07
CUST_2631,Customer_1631,,Female,Chennai,Silver,2023-04-22
CUST_2632,Customer_1632,49.0,Female,Kolkata,Silver,2023-11-27
CUST_2633,Customer_1633,32.0,Female,Delhi,Platinum,2023-05-30
CUST_2634,Customer_1634,56.0,Female,Mumbai,Platinum,2021-05-11
CUST_2635,Customer_1635,48.0,Female,Pune,Gold,2021-04-08
CUST_2636,Customer_1636,20.0,Male,Mumbai,Platinum,2023-11-26
CUST_2637,Customer_1637,68.0,Other,Delhi,Silver,2023-08-28
CUST_2638,Customer_1638,49.0,Other,Bangalore,Silver,2023-08-13
CUST_2639,Customer_1639,27.0,Female,Chennai,Gold,2022-11-25
CUST_2640,Customer_1640,45.0,Male,  chennai  ,Silver,2021-01-28
CUST_2641,Customer_1641,44.0,Female,  chennai  ,Gold,2023-06-24
CUST_2642,Customer_1642,65.0,Female,Kolkata,Platinum,2022-10-31
CUST_2643,Customer_1643,63.0,Female,Chennai,Gold,2022-06-06
CUST_2644,Customer_1644,57.0,Female,Pune,Silver,2023-07-12
CUST_2645,Customer_1645,60.0,,Kolkata,Platinum,2021-04-19
CUST_2646,Customer_1646,48.0,Other,Delhi,Silver,2023-04-10
CUST_2647,Customer_1647,68.0,Male,Chennai,Silver,2022-08-31
CUST_2648,Customer_1648,51.0,Male,Chennai,Platinum,2022-10-20
CUST_2649,Customer_1649,22.0,Female,Kolkata,Silver,2021-07-29
CUST_2650,Customer_1650,28.0,Other,Hyderabad,Silver,2021-12-08
CUST_2651,Customer_1651,24.0,Female,  chennai  ,Platinum,2023-12-09
CUST_2652,Customer_1652,25.0,Other,Chennai,Silver,2022-10-28
CUST_2653,Customer_1653,34.0,Other,Pune,Gold,2023-02-12
CUST_2654,Customer_1654,61.0,Male,Mumbai,Silver,2021-11-25
CUST_2655,Customer_1655,67.0,Male,BANGALORE,Silver,2022-07-10
CUST_2656,Customer_1656,56.0,Other,Bangalore,Platinum,2024-02-19
CUST_2657,Customer_1657,58.0,Male,Bangalore,Gold,2021-09-05
CUST_2658,Customer_1658,68.0,Female,Pune,Silver,2023-11-10
CUST_2659,Customer_1659,31.0,Other,Delhi,Platinum,2022-11-27
CUST_2660,Customer_1660,41.0,Other,Hyderabad,Silver,2022-05-18
CUST_2661,Customer_1661,47.0,Other,Bangalore,Silver,2021-12-30
CUST_2662,Customer_1662,68.0,Female,Kolkata,Silver,2022-05-04
CUST_2663,Customer_1663,69.0,Other,Bangalore,Gold,2023-03-23
CUST_2664,Customer_1664,67.0,Male,Chennai,Platinum,2022-10-27
CUST_2665,Customer_1665,32.0,,Pune,Gold,2023-11-07
CUST_2666,Customer_1666,21.0,Other,Mumbai,Silver,2021-02-08
CUST_2667,Customer_1667,30.0,Female,Pune,Gold,2022-10-27
CUST_2668,Customer_1668,22.0,Female,Pune,Silver,2023-05-17
CUST_2669,Customer_1669,48.0,Male,Mumbai,Gold,2021-10-22
CUST_2670,Customer_1670,29.0,Male,Delhi,Platinum,2021-02-08
CUST_2671,Customer_1671,47.0,Male,Mumbai,Gold,2021-07-06
CUST_2672,Customer_1672,66.0,Other,Bangalore,Platinum,2023-01-20
CUST_2673,Customer_1673,27.0,Other,Chennai,Silver,2023-08-20
CUST_2674,Customer_1674,47.0,Male,Mumbai,Platinum,2023-02-23
CUST_2675,Customer_1675,43.0,Male,Hyderabad,Silver,2021-11-05
CUST_2676,Customer_1676,61.0,Other,Hyderabad,Gold,2021-12-28
CUST_2677,Customer_1677,23.0,Male,Hyderabad,Gold,2022-04-07
CUST_2678,Customer_1678,44.0,Female,Mumbai,Platinum,2022-10-31
CUST_2679,Customer_1679,37.0,Female,Chennai,Gold,2022-12-07
CUST_2680,Customer_1680,45.0,Female,Mumbai,Gold,2023-02-17
CUST_2681,Customer_1681,37.0,Other,Bangalore,Silver,2021-01-02
CUST_2682,Customer_1682,29.0,Male,Mumbai,Gold,2022-10-15
CUST_2683,Customer_1683,62.0,Female,Kolkata,Silver,2021-07-01
CUST_2684,Customer_1684,38.0,Other,BANGALORE,Platinum,2021-01-02
CUST_2685,Customer_1685,47.0,Male,Pune,Gold,2024-04-08
CUST_2686,Customer_1686,66.0,Male,Hyderabad,Platinum,2023-09-04
CUST_2687,Customer_1687,69.0,Female,Hyderabad,Gold,2021-11-03
CUST_2688,Customer_1688,27.0,Male,Pune,Platinum,2023-05-26
CUST_2689,Customer_1689,68.0,Male,BANGALORE,Platinum,2021-02-18
CUST_2690,Customer_1690,22.0,Female,Delhi,Silver,2023-09-23
CUST_2691,Customer_1691,54.0,Female,Hyderabad,Gold,2022-01-15
CUST_2692,Customer_1692,25.0,Male,Hyderabad,Platinum,2023-03-02
CUST_2693,Customer_1693,47.0,Other,Delhi,Silver,2023-03-02
CUST_2694,Customer_1694,34.0,Other,Mumbai,Platinum,2022-05-19
CUST_2695,Customer_1695,20.0,Female,Hyderabad,Platinum,2023-02-23
CUST_2696,Customer_1696,38.0,Male,Chennai,Platinum,2022-07-10
CUST_2697,Customer_1697,33.0,Female,Kolkata,Gold,2022-07-26
CUST_2698,Customer_1698,,Other,Mumbai,Gold,2021-04-19
CUST_2699,Customer_1699,44.0,Other,Mumbai,Platinum,2021-03-06
CUST_2700,Customer_1700,68.0,Male,Hyderabad,Platinum,2024-01-27
CUST_2701,Customer_1701,23.0,Female,Mumbai,Platinum,2024-02-27
CUST_2702,Customer_1702,59.0,Female,Mumbai,Gold,2021-09-25
CUST_2703,Customer_1703,33.0,Other,BANGALORE,Platinum,2021-03-28
CUST_2704,Customer_1704,62.0,Female,Mumbai,Platinum,2022-03-26
CUST_2705,Customer_1705,20.0,Female,Pune,Platinum,2023-07-18
CUST_2706,Customer_1706,57.0,Female,Hyderabad,Platinum,2023-01-11
CUST_2707,Customer_1707,37.0,Male,Hyderabad,Gold,2022-04-16
CUST_2708,Customer_1708,57.0,Other,Pune,Silver,2023-02-04
CUST_2709,Customer_1709,24.0,Female,Kolkata,Silver,2021-04-20
CUST_2710,Customer_1710,28.0,Male,Pune,Platinum,2021-10-21
CUST_2711,Customer_1711,46.0,Female,Pune,Silver,2021-08-03
CUST_2712,Customer_1712,69.0,Female,Delhi,Silver,2023-08-18
CUST_2713,Customer_1713,20.0,Other,BANGALORE,Gold,2024-01-22
CUST_2714,Customer_1714,38.0,Male,Delhi,Platinum,2022-11-12
CUST_2715,Customer_1715,49.0,Female,Chennai,Gold,2023-11-18
CUST_2716,Customer_1716,,Other,Chennai,Silver,2021-09-23
CUST_2717,Customer_1717,56.0,Male,Kolkata,Silver,2023-06-15
CUST_2718,Customer_1718,28.0,Female,Hyderabad,Platinum,2023-09-21
CUST_2719,Customer_1719,34.0,Other,Bangalore,Platinum,2021-10-12
CUST_2720,Customer_1720,42.0,Female,Delhi,Gold,2023-12-23
CUST_2721,Customer_1721,67.0,Female,Kolkata,Platinum,2022-08-22
CUST_2722,Customer_1722,42.0,Male,Kolkata,Silver,2023-07-03
CUST_2723,Customer_1723,26.0,Other,Bangalore,Gold,2022-10-29
CUST_2724,Customer_1724,62.0,Male,Hyderabad,Gold,2021-01-20
CUST_2725,Customer_1725,46.0,Female,Kolkata,Platinum,2021-02-19
CUST_2726,Customer_1726,32.0,Other,Kolkata,Platinum,2021-03-08
CUST_2727,Customer_1727,36.0,Female,Mumbai,Silver,2021-12-31
CUST_2728,Customer_1728,32.0,Female,Hyderabad,Gold,2023-07-02
CUST_2729,Customer_1729,56.0,Female,Kolkata,Gold,2024-01-28
CUST_2730,Customer_1730,52.0,Other,Hyderabad,Gold,2022-10-23
CUST_2731,Customer_1731,57.0,Female,Bangalore,Gold,2023-09-04
CUST_2732,Customer_1732,30.0,Other,Chennai,Silver,2024-03-29
CUST_2733,Customer_1733,33.0,Female,Mumbai,Silver,2023-03-27
CUST_2734,Customer_1734,20.0,Male,Mumbai,Silver,2021-01-28
CUST_2735,Customer_1735,48.0,Other,Kolkata,Platinum,2022-04-11
CUST_2736,Customer_1736,18.0,Female,Chennai,Silver,2021-09-23
CUST_2737,Customer_1737,52.0,Male,Bangalore,Silver,2023-02-09
CUST_2738,Customer_1738,33.0,Other,Bangalore,Silver,2023-09-20
CUST_2739,Customer_1739,18.0,Male,Chennai,Silver,2021-09-14
CUST_2740,Customer_1740,67.0,Female,Delhi,Platinum,2023-05-08
CUST_2741,Customer_1741,31.0,Male,Bangalore,Gold,2021-03-14
CUST_2742,Customer_1742,24.0,Female,Kolkata,Gold,2023-11-03
CUST_2743,Customer_1743,40.0,Female,Chennai,Platinum,2022-08-06
CUST_2744,Customer_1744,52.0,Other,Delhi,Silver,2023-10-22
CUST_2745,Customer_1745,46.0,Female,Hyderabad,Gold,2024-03-28
CUST_2746,Customer_1746,39.0,Female,Mumbai,Gold,2022-04-28
CUST_2747,Customer_1747,33.0,Other,Chennai,Gold,2021-07-14
CUST_2748,Customer_1748,46.0,Other,Kolkata,Gold,2022-02-07
CUST_2749,Customer_1749,23.0,Female,BANGALORE,Silver,2021-01-04
CUST_2750,Customer_1750,35.0,Female,Mumbai,Gold,2023-02-04
CUST_2751,Customer_1751,46.0,Other,Delhi,Platinum,2022-06-26
CUST_2752,Customer_1752,42.0,Other,Kolkata,Platinum,2023-03-15
CUST_2753,Customer_1753,62.0,Male,Mumbai,Gold,2021-04-16
CUST_2754,Customer_1754,,Male,Kolkata,Silver,2021-05-02
CUST_2755,Customer_1755,61.0,Male,Pune,Gold,2023-08-13
CUST_2756,Customer_1756,49.0,Other,Chennai,Gold,2022-12-09
CUST_2757,Customer_1757,53.0,Other,Hyderabad,Gold,2023-09-10
CUST_2758,Customer_1758,49.0,Other,Delhi,Platinum,2022-12-16
CUST_2759,Customer_1759,58.0,Male,Kolkata,Platinum,2023-02-11
CUST_2760,Customer_1760,37.0,Female,Delhi,Silver,2023-12-13
CUST_2761,Customer_1761,54.0,Female,BANGALORE,Gold,2024-02-22
CUST_2762,Customer_1762,59.0,Female,Mumbai,Gold,2024-01-17
CUST_2763,Customer_1763,55.0,Other,Hyderabad,Gold,2021-11-06
CUST_2764,Customer_1764,50.0,Female,Kolkata,Gold,2023-05-02
CUST_2765,Customer_1765,69.0,Female,Chennai,Platinum,2022-07-11
CUST_2766,Customer_1766,22.0,Other,Chennai,Silver,2023-07-02
CUST_2767,Customer_1767,23.0,Other,  chennai  ,Platinum,2022-11-29
CUST_2768,Customer_1768,39.0,Other,Pune,Gold,2021-01-13
CUST_2769,Customer_1769,38.0,Other,Kolkata,Platinum,2021-07-28
CUST_2770,Customer_1770,36.0,Other,Chennai,Silver,2022-03-11
CUST_2771,Customer_1771,60.0,Male,Chennai,Gold,2023-12-12
CUST_2772,Customer_1772,32.0,Other,Hyderabad,Gold,2023-04-30
CUST_2773,Customer_1773,51.0,Female,Mumbai,Platinum,2021-04-17
CUST_2774,Customer_1774,64.0,Female,Mumbai,Platinum,2022-09-16
CUST_2775,Customer_1775,24.0,Male,Delhi,Platinum,2021-04-30
CUST_2776,Customer_1776,34.0,Other,Chennai,Silver,2021-03-08
CUST_2777,Customer_1777,61.0,Female,Bangalore,Silver,2023-09-14
CUST_2778,Customer_1778,61.0,Female,Pune,Silver,2021-03-23
CUST_2779,Customer_1779,22.0,Other,Hyderabad,Gold,2022-12-15
CUST_2780,Customer_1780,69.0,Male,Hyderabad,Gold,2021-04-24
CUST_2781,Customer_1781,56.0,Other,BANGALORE,Platinum,2023-01-30
CUST_2782,Customer_1782,19.0,Other,Pune,Gold,2022-03-30
CUST_2783,Customer_1783,44.0,Other,Pune,Silver,2023-08-18
CUST_2784,Customer_1784,62.0,Other,Bangalore,Gold,2021-08-20
CUST_2785,Customer_1785,41.0,Other,  chennai  ,Platinum,2023-02-12
CUST_2786,Customer_1786,58.0,Male,Bangalore,Platinum,2022-07-16
